timestamp_sys,timestamp_etw,src_type,provider_name,event_id,task_info,process_id,thread_id,ppid,pid,targetpid,targettid,message,filepath,cachename,result,vname,sigseq,sigsha,commandline,firstparam,secondparam,stackbase,stacklimit,startaddr,subprocesstag,tebbase,threadid,userstackbase,userstacklimit,win32startaddr,cycletime,defaultbase,imagebase,imagechecksum,imagesize,timedatestamp,createtime,flags,mandatorylabel,packagefullname,packagerelativeappid,parentprocessid,parentprocesssequencenumber,processsequencenumber,processtokenelevationtype,processtokeniselevated,securitymitigations,sessionid,commitcharge,commitpeak,cpucyclecount,exitcode,exittime,handlecount,hardfaultcount,readoperationcount,readtransferkilobytes,tokenelevationtype,writeoperationcount,writetransferkilobytes
"2025-10-27 10:28:31.2547123Z","2025-10-27 10:28:31.2547123Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStopStop "," 2768 svchost.exe",8828,,," 2768 svchost.exe",,,,,,,,,,,,18446672673116401664,18446672673116377088,140737174395840,0,725913452544,8828,725915533312,725915500544,140737174395840,303620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 10:28:31.4619879Z","2025-10-27 10:28:31.4619879Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStopStop "," 2972 svchost.exe",7728,,," 2972 svchost.exe",,,,,,,,,,,,18446672673116459008,18446672673116434432,140737174395840,0,684402647040,7728,684401360896,684401328128,140737174395840,241680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 10:28:31.4939572Z","2025-10-27 10:28:31.4939572Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStopStop "," 2764 svchost.exe",1256,,," 2764 svchost.exe",,,,,,,,,,,,18446672673116516352,18446672673116491776,140737174395840,0,555457372160,1256,555458494464,555458461696,140737174395840,721620,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 10:28:31.4939573Z","2025-10-27 10:28:31.4939573Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStopStop "," 3008 svchost.exe",7060,,," 3008 svchost.exe",,,,,,,,,,,,18446672673116487680,18446672673116463104,140737174395840,0,376612118528,7060,376610488320,376610455552,140737174395840,240160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 10:28:31.4940506Z","2025-10-27 10:28:31.4940506Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStartStart ","    4 System",72,,," 1228 svchost.exe",,,,,,,,,,,,18446672673115537408,18446672673115512832,140737174395840,0,204370042880,10332,204372180992,204372148224,140737174395840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 10:28:31.5581341Z","2025-10-27 10:28:31.5581341Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStartStart ","    4 System",72,,," 1412 svchost.exe",,,,,,,,,,,,18446672673116487680,18446672673116463104,140737174395840,0,121856524288,11316,121854951424,121854918656,140737174395840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 10:28:31.5582167Z","2025-10-27 10:28:31.5582167Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStartStart ","    4 System",72,,," 1404 svchost.exe",,,,,,,,,,,,18446672673115451392,18446672673115426816,140737174395840,0,718299095040,7564,718300774400,718300741632,140737174395840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 10:28:31.5583331Z","2025-10-27 10:28:31.5583331Z","ETW","Microsoft-Windows-Kernel-Process",3,"ThreadStartStart ","    4 System",72,,," 1420 svchost.exe",,,,,,,,,,,,18446672673181286400,18446672673181261824,140737174395840,0,388034953216,6900,388033150976,388033118208,140737174395840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 10:28:31.6380601Z","2025-10-27 10:28:31.6380601Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStopStop "," 3184 svchost.exe",12040,,," 3184 svchost.exe",,,,,,,,,,,,18446672673116917760,18446672673116893184,140737174395840,0,359245217792,12040,359244038144,359244005376,140737174395840,395580,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 10:28:31.6380623Z","2025-10-27 10:28:31.6380623Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStopStop "," 3144 svchost.exe",4352,,," 3144 svchost.exe",,,,,,,,,,,,18446672673116889088,18446672673116864512,140737174395840,0,968980750336,4352,968980561920,968980529152,140737174395840,269800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-27 10:28:31.6380684Z","2025-10-27 10:28:31.6380684Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStopStop "," 3208 svchost.exe",11308,,," 3208 svchost.exe",,,,,,,,,,,,18446672673116975104,18446672673116950528,140737174395840,0,352144424960,11308,352142819328,352142786560,140737174395840,260300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
