timestamp_etw,src_type,C_relevant,C_minimal,timestamp_sys,provider_name,event_id,task_info,process_id,thread_id,ppid,pid,targetpid,targettid,message,filepath,cachename,result,vname,name,sigseq,sigsha,commandline,firstparam,secondparam,timestamp_ns,defaultbase,imagebase,imagechecksum,imagesize,timedatestamp,stackbase,stacklimit,startaddr,subprocesstag,tebbase,threadid,userstackbase,userstacklimit,win32startaddr,cycletime,createattributes,createoptions,fileobject,irp,issuingthreadid,shareaccess,filekey,connid,daddr,dport,saddr,seqnum,size,sport,desiredaccess,returncode,mss,rcvwin,rcvwinscale,sackopt,sndwinscale,tsopt,wsopt,createtime,flags,mandatorylabel,packagefullname,packagerelativeappid,parentprocessid,parentprocesssequencenumber,processsequencenumber,processtokenelevationtype,processtokeniselevated,sessionid,commitcharge,commitpeak,cpucyclecount,exitcode,exittime,handlecount,hardfaultcount,readoperationcount,readtransferkilobytes,tokenelevationtype,writeoperationcount,writetransferkilobytes,allocationtype,baseaddress,callingprocesscreatetime,callingprocessid,callingprocessprotection,callingprocesssectionsignaturelevel,callingprocesssignaturelevel,callingprocessstartkey,callingthreadcreatetime,callingthreadid,originalprocesscreatetime,originalprocessid,originalprocessprotection,originalprocesssectionsignaturelevel,originalprocesssignaturelevel,originalprocessstartkey,protectionmask,regionsize,targetprocesscreatetime,targetprocessprotection,targetprocesssectionsignaturelevel,targetprocesssignaturelevel,targetprocessstartkey,lastprotectionmask
"2025-12-15 14:34:25.3667837Z","ETW","0","0","2025-12-15 14:34:25.3667837Z","Microsoft-Windows-Kernel-Process",6,"ImageUnload Info "," 7740 EDRi.exe",8656,,," 7740 EDRi.exe",,,"C:\Windows\System32\wbemcomn.dll",,,,,,,,,,1765809265366783700,140729514393600,140729514393600,604363,589824,25983561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:34:25.3668449Z","ETW","0","0","2025-12-15 14:34:25.3668449Z","Microsoft-Windows-Kernel-Process",6,"ImageUnload Info "," 7740 EDRi.exe",8656,,," 7740 EDRi.exe",,,"C:\Windows\System32\wbem\fastprox.dll",,,,,,,,,,1765809265366845000,140729452199936,140729452199936,1119210,1097728,1929546105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:34:25.3693340Z","ETW","0","0","2025-12-15 14:34:25.3693340Z","Microsoft-Windows-Kernel-Process",5,"ImageLoad Info "," 7740 EDRi.exe",8656,,," 7740 EDRi.exe",,,"C:\Windows\System32\pla.dll",,,,,,,,,,1765809265369334000,140729206833152,140729206833152,1517526,1515520,2962156484,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:34:25.3696172Z","ETW","0","0","2025-12-15 14:34:25.3696172Z","Microsoft-Windows-Kernel-Process",5,"ImageLoad Info "," 7740 EDRi.exe",8656,,," 7740 EDRi.exe",,,"C:\Windows\System32\nsi.dll",,,,,,,,,,1765809265369617200,140729795805184,140729795805184,45899,32768,1877205568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:34:25.3703792Z","ETW","0","0","2025-12-15 14:34:25.3703792Z","Microsoft-Windows-Kernel-Process",5,"ImageLoad Info "," 7740 EDRi.exe",8656,,," 7740 EDRi.exe",,,"C:\Windows\System32\pdh.dll",,,,,,,,,,1765809265370379200,140729454755840,140729454755840,367042,331776,2534457362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:34:25.3707500Z","ETW","0","0","2025-12-15 14:34:25.3707500Z","Microsoft-Windows-Kernel-Process",5,"ImageLoad Info "," 7740 EDRi.exe",8184,,," 7740 EDRi.exe",,,"C:\Windows\System32\cabinet.dll",,,,,,,,,,1765809265370750000,140729611190272,140729611190272,160617,167936,1462743519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:34:25.3713082Z","ETW","0","0","2025-12-15 14:34:25.3713082Z","Microsoft-Windows-Kernel-Process",5,"ImageLoad Info "," 7740 EDRi.exe",3028,,," 7740 EDRi.exe",,,"C:\Windows\System32\wevtapi.dll",,,,,,,,,,1765809265371308200,140729677905920,140729677905920,426752,413696,2497865833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:34:25.3716335Z","ETW","0","0","2025-12-15 14:34:25.3716335Z","Microsoft-Windows-Kernel-Process",5,"ImageLoad Info "," 7740 EDRi.exe",3028,,," 7740 EDRi.exe",,,"C:\Windows\System32\SHCore.dll",,,,,,,,,,1765809265371633500,140729787023360,140729787023360,705789,708608,3896055862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:34:25.3735519Z","ETW","0","0","2025-12-15 14:34:25.3735519Z","Microsoft-Windows-Kernel-Process",5,"ImageLoad Info "," 7740 EDRi.exe",8656,,," 7740 EDRi.exe",,,"C:\Windows\System32\wbem\wbemprox.dll",,,,,,,,,,1765809265373551900,140729453707264,140729453707264,100412,69632,4018993513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:34:25.3743019Z","ETW","0","0","2025-12-15 14:34:25.3743019Z","Microsoft-Windows-Kernel-Process",5,"ImageLoad Info "," 7740 EDRi.exe",8656,,," 7740 EDRi.exe",,,"C:\Windows\System32\wbemcomn.dll",,,,,,,,,,1765809265374301900,140729514393600,140729514393600,604363,589824,25983561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:34:25.3790136Z","ETW","0","0","2025-12-15 14:34:25.3790136Z","Microsoft-Windows-Kernel-Process",5,"ImageLoad Info "," 7740 EDRi.exe",8656,,," 7740 EDRi.exe",,,"C:\Windows\System32\wbem\wbemsvc.dll",,,,,,,,,,1765809265379013600,140729453576192,140729453576192,84957,81920,449305766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:34:25.3815136Z","ETW","0","0","2025-12-15 14:34:25.3815136Z","Microsoft-Windows-Kernel-Process",5,"ImageLoad Info "," 7740 EDRi.exe",8656,,," 7740 EDRi.exe",,,"C:\Windows\System32\wbem\fastprox.dll",,,,,,,,,,1765809265381513600,140729452199936,140729452199936,1119210,1097728,1929546105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-12-15 14:34:26.2438978Z","ETW","1","0","2025-12-15 14:34:26.2438978Z","Microsoft-Windows-Kernel-Process",4,"ThreadStop Stop "," 3152 svchost.exe",3932,,," 3152 svchost.exe",,,,,,,,,,,,,1765809266243897800,,,,,,18446684154600849408,18446684154600820736,140729426892736,243,923544231936,3932,923556904960,923556872192,140729426892736,193508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
