timestamp,src_type,provider_name,event_id,task_info,process_id,thread_id,ppid,pid,targetpid,targettid,message,filepath,cachename,result,vname,sigseq,sigsha,commandline,firstparam,secondparam,stackbase,stacklimit,startaddr,subprocesstag,tebbase,threadid,userstackbase,userstacklimit,win32startaddr,as version,av version,engine version,createattributes,createoptions,fileobject,irp,issuingthreadid,shareaccess,filekey,desiredaccess,returncode,classification,eventtype,fileid,fileusn,info,scansource,accessmask,washardened,allocationtype,baseaddress,callingprocesscreatetime,callingprocessid,callingprocessprotection,callingprocesssectionsignaturelevel,callingprocesssignaturelevel,callingprocessstartkey,callingthreadcreatetime,callingthreadid,originalprocesscreatetime,originalprocessid,originalprocessprotection,originalprocesssectionsignaturelevel,originalprocesssignaturelevel,originalprocessstartkey,protectionmask,regionsize,targetprocesscreatetime,targetprocessprotection,targetprocesssectionsignaturelevel,targetprocesssignaturelevel,targetprocessstartkey,foldername,biggestoffsetwritten,creationtime,firstoffsetwritten,lastoffsetwritten,numberofwrites,smallestoffsetwritten,totalsizeofappends,totalsizeofwrites,bytescopied,operationstatus,vavadallocationbase,vavadallocationprotect,vavadcommitsize,vavadmmfname,vavadqueryresult,vavadregionsize,vavadregiontype,targetthreadcreatetime,targetthreadid,createtime,flags,imagechecksum,mandatorylabel,packagefullname,packagerelativeappid,parentprocessid,parentprocesssequencenumber,processsequencenumber,processtokenelevationtype,processtokeniselevated,securitymitigations,sessionid,timedatestamp,engineid,flags2high,flags2low,oldflags,oldflags2high,oldflags2low,source,integritylevel,imagepath,processcontextid,featureid,defaultbase,imagebase,imagesize,data,startstop,threadtime,deltacpu,deltawall,attrid,attrseq,attrsubset,ismultiprocdetection,ismultiprocmatch,matchedthreatsnumber,startqpc,processimagepath,taintreason,id,process,reason,cycletime,fullregionsize,lastprotectionmask,targetaddress,channel,eventid,apcargument1,apcargument1vadallocationbase,apcargument1vadallocationprotect,apcargument1vadcommitsize,apcargument1vadmmfname,apcargument1vadqueryresult,apcargument1vadregionsize,apcargument1vadregiontype,apcargument2,apcargument3,apcroutine,apcroutinevadallocationbase,apcroutinevadallocationprotect,apcroutinevadcommitsize,apcroutinevadmmfname,apcroutinevadqueryresult,apcroutinevadregionsize,apcroutinevadregiontype,realeventtime,targetthreadalertable,connid,daddr,dport,saddr,seqnum,size,sport,commitcharge,commitpeak,cpucyclecount,exitcode,exittime,handlecount,hardfaultcount,readoperationcount,readtransferkilobytes,tokenelevationtype,writeoperationcount,writetransferkilobytes,mss,rcvwin,rcvwinscale,sackopt,sndwinscale,tsopt,wsopt,targetprocesscreationtime,Source Name,Long Description,Timestamp
"2025-10-01 15:10:24.1834677Z","ETW","Microsoft-Antimalware-Engine",36,"Cache MOACLookup"," 3376 MsMpEng.exe",12136,,,,,,"C:\Windows\System32\gamemode.dll",,"0x8001",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,56,668079,2095406520,"",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REG,Computer\HKEY_LOCAL_MACHINE\SYSTEM\DUMMY,2020-20-20 20:20:20
"2025-10-01 15:10:24.1839411Z","ETW","Microsoft-Antimalware-Engine",36,"Cache MOACLookup"," 3376 MsMpEng.exe",12136,,,,,,"C:\Windows\System32\mscms.dll",,"0x8001",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,56,661333,2096524224,"",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REG,Computer\HKEY_LOCAL_MACHINE\SYSTEM\DUMMY,2020-20-20 20:20:20
"2025-10-01 15:10:24.1840939Z","ETW","Microsoft-Antimalware-Engine",36,"Cache MOACLookup"," 3376 MsMpEng.exe",12136,,,,,,"C:\Windows\System32\advapi32.dll",,"0x8001",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,56,628041,2122180400,"",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REG,Computer\HKEY_LOCAL_MACHINE\SYSTEM\DUMMY,2020-20-20 20:20:20
"2025-10-01 15:10:24.1842589Z","ETW","Microsoft-Antimalware-Engine",36,"Cache MOACLookup"," 3376 MsMpEng.exe",12136,,,,,,"C:\Windows\System32\DXCore.dll",,"0x8001",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,56,657352,2096532000,"",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REG,Computer\HKEY_LOCAL_MACHINE\SYSTEM\DUMMY,2020-20-20 20:20:20
"2025-10-01 15:10:24.1854814Z","ETW","Microsoft-Antimalware-Engine",36,"Cache MOACLookup"," 3376 MsMpEng.exe",12136,,,,,,"C:\Windows\System32\OneCoreUAPCommonProxyStub.dll",,"0x8001",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,56,663513,2095373688,"",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REG,Computer\HKEY_LOCAL_MACHINE\SYSTEM\DUMMY,2020-20-20 20:20:20
"2025-10-01 15:10:24.1883975Z","ETW","Microsoft-Antimalware-Engine",36,"Cache MOACLookup"," 3376 MsMpEng.exe",16288,,,,,,"C:\Windows\System32\rometadata.dll",,"0x8001",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,56,311534,2599949976,"",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REG,Computer\HKEY_LOCAL_MACHINE\SYSTEM\DUMMY,2020-20-20 20:20:20
"2025-10-01 15:10:24.1886381Z","ETW","Microsoft-Antimalware-Engine",36,"Cache MOACLookup"," 3376 MsMpEng.exe",16288,,,,,,"C:\Windows\System32\WinMetadata\Windows.UI.winmd",,"0x8001",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,56,664582,2120752000,"",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REG,Computer\HKEY_LOCAL_MACHINE\SYSTEM\DUMMY,2020-20-20 20:20:20
"2025-10-01 15:10:24.1894364Z","ETW","Microsoft-Antimalware-Engine",36,"Cache MOACLookup"," 3376 MsMpEng.exe",16288,,,,,,"C:\Windows\System32\WinMetadata\Windows.Foundation.winmd",,"0x8001",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,56,664556,2120754752,"",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REG,Computer\HKEY_LOCAL_MACHINE\SYSTEM\DUMMY,2020-20-20 20:20:20
"2025-10-01 15:10:24.1894666Z","ETW","Microsoft-Antimalware-Engine",53,"Behavior Monitoring BmOpenProcess"," 3376 MsMpEng.exe",16288,," 1936 svchost.exe","14372 RuntimeBroker.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5240,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REG,Computer\HKEY_LOCAL_MACHINE\SYSTEM\DUMMY,2020-20-20 20:20:20
"2025-10-01 15:10:24.1909858Z","ETW","Microsoft-Antimalware-Engine",59,"Message Info "," 3376 MsMpEng.exe",12136,,,,,,,,0,"!BMGroup:DridexVulnDlls.A","0x195B3BF987774","01184f82067d771b42525bbf6c6541ec7a8114a3",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REG,Computer\HKEY_LOCAL_MACHINE\SYSTEM\DUMMY,2020-20-20 20:20:20
"2025-10-01 15:10:24.1931726Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",6,"Info "," 3376 MsMpEng.exe",4564,,," 3376 MsMpEng.exe",4564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2097151,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-01 15:10:24.1935730Z","ETW","Microsoft-Antimalware-Engine",36,"Cache MOACLookup"," 3376 MsMpEng.exe",16288,,,,,,"C:\Windows\System32\shlwapi.dll",,"0x8001",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,56,630008,2122173160,"",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REG,Computer\HKEY_LOCAL_MACHINE\SYSTEM\DUMMY,2020-20-20 20:20:20
"2025-10-01 15:10:24.1946189Z","ETW","Microsoft-Antimalware-Engine",36,"Cache MOACLookup"," 3376 MsMpEng.exe",16288,,,,,,"C:\Windows\System32\twinapi.appcore.dll",,"0x8001",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,56,666620,2095397128,"",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REG,Computer\HKEY_LOCAL_MACHINE\SYSTEM\DUMMY,2020-20-20 20:20:20
"2025-10-01 15:10:24.1970547Z","ETW","Microsoft-Antimalware-Engine",36,"Cache MOACLookup"," 3376 MsMpEng.exe",16288,,,,,,"C:\Windows\System32\propsys.dll",,"0x8001",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,56,664191,2096489808,"",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REG,Computer\HKEY_LOCAL_MACHINE\SYSTEM\DUMMY,2020-20-20 20:20:20
"2025-10-01 15:10:24.2020820Z","ETW","Microsoft-Antimalware-Engine",36,"Cache MOACLookup"," 3376 MsMpEng.exe",12136,,,,,,"C:\Windows\System32\Windows.StateRepositoryPS.dll",,"0x8001",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,56,669231,2599709784,"",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REG,Computer\HKEY_LOCAL_MACHINE\SYSTEM\DUMMY,2020-20-20 20:20:20
"2025-10-01 15:10:24.2081942Z","ETW","Microsoft-Antimalware-Engine",36,"Cache MOACLookup"," 3376 MsMpEng.exe",12136,,,,,,"C:\Windows\System32\iertutil.dll",,"0x8001",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,56,661504,2095720184,"",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REG,Computer\HKEY_LOCAL_MACHINE\SYSTEM\DUMMY,2020-20-20 20:20:20
"2025-10-01 15:10:24.2086057Z","ETW","Microsoft-Antimalware-Engine",36,"Cache MOACLookup"," 3376 MsMpEng.exe",12136,,,,,,"C:\Windows\System32\srvcli.dll",,"0x8001",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,56,53580,2600720128,"",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REG,Computer\HKEY_LOCAL_MACHINE\SYSTEM\DUMMY,2020-20-20 20:20:20
"2025-10-01 15:10:24.2091325Z","ETW","Microsoft-Antimalware-Engine",36,"Cache MOACLookup"," 3376 MsMpEng.exe",12136,,,,,,"C:\Windows\System32\netutils.dll",,"0x8001",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,56,303664,2600718760,"",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REG,Computer\HKEY_LOCAL_MACHINE\SYSTEM\DUMMY,2020-20-20 20:20:20
"2025-10-01 15:10:24.2114067Z","ETW","Microsoft-Antimalware-Engine",36,"Cache MOACLookup"," 3376 MsMpEng.exe",16288,,,,,,"C:\Windows\System32\Windows.Web.dll",,"0x8001",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,56,667239,2599817576,"",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REG,Computer\HKEY_LOCAL_MACHINE\SYSTEM\DUMMY,2020-20-20 20:20:20
"2025-10-01 15:10:24.2146060Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",6,"Info "," 3376 MsMpEng.exe",4564,,," 3376 MsMpEng.exe",4564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2097151,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-01 15:10:24.2401776Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",6,"Info "," 3376 MsMpEng.exe",4564,,," 3376 MsMpEng.exe",4564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2097151,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-01 15:10:24.2405845Z","ETW","Microsoft-Windows-Kernel-Audit-API-Calls",6,"Info "," 3376 MsMpEng.exe",4564,,," 3376 MsMpEng.exe",4564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2097151,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-01 15:10:24.2414943Z","ETW","Microsoft-Antimalware-Engine",59,"Message Info "," 3376 MsMpEng.exe",2540,,,,,,,,0,"Behavior:Win32/PossiblePrifou.B","0x2FB39B78EF5B","dee03b1414328fc32bba20bc5d2cff27aeb7ddb9",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REG,Computer\HKEY_LOCAL_MACHINE\SYSTEM\DUMMY,2020-20-20 20:20:20
"2025-10-01 15:10:24.2429816Z","ETW","Microsoft-Antimalware-Engine",53,"Behavior Monitoring BmOpenProcess"," 3376 MsMpEng.exe",16644,,"14372 RuntimeBroker.exe"," 5336 explorer.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REG,Computer\HKEY_LOCAL_MACHINE\SYSTEM\DUMMY,2020-20-20 20:20:20
"2025-10-01 15:10:24.2430219Z","ETW","Microsoft-Antimalware-Engine",53,"Behavior Monitoring BmOpenProcess"," 3376 MsMpEng.exe",16644,,"14372 RuntimeBroker.exe"," 5336 explorer.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REG,Computer\HKEY_LOCAL_MACHINE\SYSTEM\DUMMY,2020-20-20 20:20:20
"2025-10-01 15:10:24.2430539Z","ETW","Microsoft-Antimalware-Engine",53,"Behavior Monitoring BmOpenProcess"," 3376 MsMpEng.exe",16644,,"14372 RuntimeBroker.exe"," 5336 explorer.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REG,Computer\HKEY_LOCAL_MACHINE\SYSTEM\DUMMY,2020-20-20 20:20:20
"2025-10-01 15:10:24.2431219Z","ETW","Microsoft-Antimalware-Engine",53,"Behavior Monitoring BmOpenProcess"," 3376 MsMpEng.exe",16644,,"14372 RuntimeBroker.exe"," 5336 explorer.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REG,Computer\HKEY_LOCAL_MACHINE\SYSTEM\DUMMY,2020-20-20 20:20:20
"2025-10-01 15:10:24.2442990Z","ETW","Microsoft-Antimalware-Engine",53,"Behavior Monitoring BmOpenProcess"," 3376 MsMpEng.exe",16644,,"14372 RuntimeBroker.exe"," 5336 explorer.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REG,Computer\HKEY_LOCAL_MACHINE\SYSTEM\DUMMY,2020-20-20 20:20:20
"2025-10-01 15:10:24.2443168Z","ETW","Microsoft-Antimalware-Engine",53,"Behavior Monitoring BmOpenProcess"," 3376 MsMpEng.exe",16644,,"14372 RuntimeBroker.exe"," 5336 explorer.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REG,Computer\HKEY_LOCAL_MACHINE\SYSTEM\DUMMY,2020-20-20 20:20:20
"2025-10-01 15:10:24.2443308Z","ETW","Microsoft-Antimalware-Engine",53,"Behavior Monitoring BmOpenProcess"," 3376 MsMpEng.exe",16644,,"14372 RuntimeBroker.exe"," 5336 explorer.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64,false,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REG,Computer\HKEY_LOCAL_MACHINE\SYSTEM\DUMMY,2020-20-20 20:20:20
"2025-10-01 15:10:24.2447617Z","ETW","Microsoft-Antimalware-Engine",36,"Cache MOACLookup"," 3376 MsMpEng.exe",2540,,,,,,"C:\Windows\System32\ntmarta.dll",,"0x8001",,,,,,,,,,,,,,,,,,,,,,,,,,,,1,56,306626,2600719432,"",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REG,Computer\HKEY_LOCAL_MACHINE\SYSTEM\DUMMY,2020-20-20 20:20:20
"2025-10-01 15:10:24.2449019Z","ETW","Microsoft-Antimalware-Engine",59,"Message Info "," 3376 MsMpEng.exe",2540,,,,,,,,0,"Behavior:Win32/ASRUsbCopiedRenamed","0x19B3CC206E0B","7cd6872bd369cad262956a7857d3829369d711f7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REG,Computer\HKEY_LOCAL_MACHINE\SYSTEM\DUMMY,2020-20-20 20:20:20
"2025-10-01 15:10:24.2454911Z","ETW","Microsoft-Antimalware-Engine",59,"Message Info "," 3376 MsMpEng.exe",2540,,,,,,,,0,"Behavior:Win32/ASRUsbCopiedRenamed","0x19B3CC206E0B","7cd6872bd369cad262956a7857d3829369d711f7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REG,Computer\HKEY_LOCAL_MACHINE\SYSTEM\DUMMY,2020-20-20 20:20:20
"2025-10-01 15:10:24.6510051Z","ETW","Microsoft-Windows-Kernel-Network",42,"KERNEL_NETWORK_TASK_UDPIPData sent over UDP protocol. "," 2052 svchost.exe",14484,," 2052 svchost.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,50462730,13568,251789322,0,50,52695,,,,,,,,,,,,,,,,,,,,,
"2025-10-01 15:10:24.6554571Z","ETW","Microsoft-Windows-Kernel-Network",43,"KERNEL_NETWORK_TASK_UDPIPData received over UDP protocol. ","    0 [System Process]",0,," 2052 svchost.exe",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,251789322,52695,50462730,0,179,13568,,,,,,,,,,,,,,,,,,,,,
"2025-10-01 15:10:24.6874369Z","myETW","Attack-Provider",1337,"[+] Attack done","14944 attack.exe",,,,,,"[+] Attack done",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PREFETCH,was executed,2020-20-20 20:20:20
"2025-10-01 15:10:24.6880243Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStopStop ","14944 attack.exe",10568,,,"14944 attack.exe",,,,,,,,,,,,18446639099350294528,18446639099350269952,140722092756256,0,207027277824,10568,207035039744,207035031552,140722092756256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241680,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"2025-10-01 15:10:24.6880607Z","ETW","Microsoft-Windows-Kernel-Process",4,"ThreadStopStop ","14944 attack.exe",5716,,,"14944 attack.exe",,,,,,,,,,,,18446639099349893120,18446639099349868544,140722109275312,0,207027269632,5716,207033991168,207033982976,140722109275312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
